project_id,title,completion_year,supervisors
BPH000652,"ANTIMICROBIAL ACTIVITY, BRINE SHRIMP CYTOTOXICITY AND PHYTOCHEMICAL PROFILE OF GARCINIA BUCHANANII BAKER (CLUSIACEAE).",2018,
BPH000653,ADHERENCE TO ANTIRETROVIRAL THERAPY AND ITS ASSOCIATION WITH IMMUNE SYSTEM AMONG HIV INFECTED INJECTABLE DRUG USERS ATTENDING METHADONE CLINICS IN DAR ES SALAAM,2018,
BPH000654,Antibacterial efficacy of commonly available alcohol-based hand gel sanitisers in Dar es Salaam,2018,
BPH000655,AVAILABILTY AND DISPENSING PRACTICE OF FAMILY PLANING MEDICINES IN THE COMMUNITY PHARMACY AND ADDO SHOPS,2018,
BPH000657,EFFECT OF LEMON ON MALARIA PARASITE CLEARANCE AND SELECTED HEMATOLOGICAL PARAMETERS IN MICE INFECTED WITH PLASMODIUM BERGHEI PARASITES.,2018,
BPH000658,determination of changes in chemical nature of selected refined cooking oil with repeated heating and cooling circles,2018,
BPH000659,Determination of fractions with anticonvulsant activity from the ethanolic extract of Steganotaenia araliacea leaves,2018,
BPH000660,Comparison of urine dipstick versus urine culture and antibiotic testing,2018,
BPH000661,Metal analysis of Kigelia africana fruit juice,2018,
BPH000662,"ANTIMICROBIAL ACTIVITY AND PHYTOCHEMICAL PROFILE OF ACACIA ZANZIBARICA(S.MOORE)TAUB,FABACEAE",2018,
BPH000663,USE OF LEAF EXTRACTS FROM MIXTURE OF HOSLUNDIA OPPOSITA AND BIDENS PILOSA IN MANAGEMENT OF WOUND INFECTIONS,2018,
BPH000664,ENZYMATIC MODIFICATION POTENTIAL OF PLEUROTUS OSTREATUS ON CHEMICAL NATURE OF ERYTHROMYCIN AND CEFTRIAXONE.,2018,
BPH000665,DEVELOPMENT OF DANTAHIZA HERBAL SYRUP,2018,
BPH000666,Formulation of turmeric and sesame oil cream for skin care,2018,
BPH000667,Prescribing pattern of children under five admitted at Paediatric Malnutrition unit,2018,
BPH000669,INVESTIGATION OF ANTIMICROBIAL ACTIVITY OF C. SWYNERTONII EXUDATE,2018,
BPH000670,Assessment of challenges facing importers of medicine in Tanzania,2018,
BPH000671,Proximate and mineral analysis of Telfairia pedata seed kernels,2018,
BPH000672,ACCEPTABILITY OF INJECTABLE ARTESUNATE BY HEALTHCARE PROVIDERS FOR THE TREATMENT OF SEVERE MALARIA IN PUBLIC HEALTH FACILITIES IN DAR ES SALAAM,2018,
BPH000673,ANTIMICROBIAL ACTIVITY AND PHYTOCHEMICAL PROFILE OF CASSIA ITALICA,2018,
BPH000674,DEVELOPMENT AND VALIDATION OF HPTLC DENSITOMETRIC METHOD FOR ANALYSIS OF AMPICILLIN AND CLOXACILLIN IN FDC CAPSULES,2018,
BPH000675,Antimicrobial drug resistance in Salmonella isolated from droppings of broilers and local breed chicken,2018,
BPH000676,PHYLOGENETICS OF HIV 1 SUBTYPES IN TANZANIA,2018,
BPH000677,Anthelmintic activity and phytochemical profile of cassia didymobotyra,2018,
BPH000678,ASSESMENT OF KNOWLEDGE REGARDING HIV POST EXPOSURE PROPHYLAXIS AMONG HEALTHCARE WORKERS IN PUBLIC HEALTH FACILITIES IN ILALA MUNICIPALITY,2018,
BPH000679,Investigation of the wound healing Activity of the leaves of Mangifera indica,2018,
BPH000680,Enzymatic modification potential of pleurotus ostreatus on the chemical nature of amoxicillin and ciprifloxacin,2018,
BPH000681,ASSESSMENT OF KNOWLEDGE AND BARRIERS ENCOUNTERED ON THE UPTAKE OF PMTCT POLICY AMONG HIV POSITIVE PREGNANT WOMEN,2018,
BPH000682,TOXICITY STUDY OF Musa sapientum PLANTAIN ROOT,2018,
BPH000683,Assessment of Chronic Arthritis patients knowledge on their disease and their appropriate management,2018,
BPH000684,Determination of Evolution of quality management system in Tanzania food and drug authority headquarters,2018,
BPH000685,CONSUMPTION PATTERN OF ANTIBIOTICS FOR VETERINARY USE IN TANZANIA FROM 2010-2017,2018,
BPH000686,Preparation of herbal soap using Turmeric and sandalwood powders for skin care,2018,
BPH000687,Investigation on hemostatic activity of Cajanus cajan L. (Fabaceae) leaf extract.,2018,
BPH000688,Plants used for treatment of Diabetes mellitus in Northern Zanzibar and testing of antihyperglycemic activity of Ceasalpinia crista,2018,
BPH000690,ASSESSMENT OF THE CURRENT SURVEILLANCE AND STEWARDSHIP PROGRAMS IMPLEMENTATION ON ANTIMICROBIAL RESISTANCE IN HOSPITALS IN TANZANIA.,2018,
BPH000691,ASSESSMENT AND COMPARISON OF PRESCRIBING PATTERNS OF ANTIHYPERTENSIVE DRUGS BETWEEN PUBLIC HOSPITALS.,2018,
BPH000692,Microbial quality of ground water for household consumption among communities in Temeke district,2018,
BPH000693,"Assessment of dispensing practice of diazepam in community pharmacies in Kinondoni district, Dar-es-salaam",2018,
BPH000694,Health literacy competence in hospital pharmacy consumers at Muhimbili national hospital(MNH),2018,
BPH000695,Assessment of quality management system at Tanzania Food and Drug Authority zones from 2013/14 to 2016/17,2018,
BPH000696,Investigation on the hypoglycemic effect of Dracaena steudneri,2018,
BPH000698,PREVALENCE OF ANXIETY DISORDERS AND ITS MANAGEMENT AMONG THE STUDENTS OF MUHIMBILI UNIVERSITY,2018,
BPH000699,MICROBIAL QUALITY OF FRESH-CUT FRUITS SOLD IN DAR-ES-SALAAM MARKETS,2018,
BPH000700,Assessment of knowledge and attitude and practice of self-medications with antibiotics among medical students.,2019,Dr Sangeda
BPH000701,Assessment of pharmacists’ preparedness towards the establishment of local pharmaceutical manufacturing industries in Tanzania,2019,Daniel
BPH000702,Safety evaluation of Caesalipinia crista extracts,2019,Maregesi; Mwakigonja; Itm
BPH000703,Evaluation of potential aphrodisiac activity of dates juice,2019,. VICKY MANYANGA; Mr. INNOCENT DANIEL J; Mr. PAUL MALABA
BPH000704,Challenges faced by health care providers in the use of international classification of disease codes by nhif scheme,2019,Manase Kilonzi; Alphonce Marealle; Hamu Mlyuka
BPH000705,Availability and readiness of dispensers to dispense misoprostol for early pregnancy termination,2019,MR WIGILYA MIKOMANGWA; RITA MUTOGANDA
BPH000706,Efficacy of commonly used disinfectants against some opportunistic infections causing microorganisms,2019,prof Kennedy Mwambete
BPH000707,Assessment of poultry farmersâ€™ knowledge and practice towards human medicines misuse in Dar es Salaam,2019,PROF. G. KAGASHE
BPH000708,Larvicidal bioactivity of selected Commiphora mossambicensis plant against Anopheles gambiae.,2019,Prof Veronica Mugoyela; Prof Innocent Ester; Mr Innocent Daniel
BPH000709,Preparation and evaluation of mosquito repellant lotion using essential oil from ocimum suave and citronella oil from cymbopogon citratus,2019,Betty Maganda; Juma Ayubu
BPH000710,Assessment of dispenser's capacity to identify genuine and falsified adult duo-cotecxin tablets by using visual features,2019,Prof Mgowela; Paul Malaba
BPH000711,"MICROBIAL QUALITY OF HOMEMADE SOFT SERVE ICECREAM SOLD IN ILALA,DAR ES SALAAM",2019,DR.DOREEN MLOKA
BPH000712,"KNOWLEDGE AND PRACTICES OF COMMUNITY PHARMACY DISPENSERS ON NSAIDs WITH POTENTIAL TERATOGENIC EFFECTS, DAR-ES-SALAAM,",2019,"Mr ManaseKilonzi; Mr. IgnaceAlphonce; Mr. HamuMlyuka; Mr. Wigilya Mikomangwa, Dr. RittahMutagonda"
BPH000713,Antimicrobial peptide from marine bacteria and their antibacterial activity,2019,Fatuma felix
BPH000714,Healthcare professionals' expectations and experiences about pharmacists' professional duties in public hospitals in dar es salaam,2019,Mlyuka; Kilonzi; Wigilya
BPH000715,Survey of the acceptability of locally produced pharmaceuticals among dar es salaam region residents.,2019,PROF.VERONICA MUGOYELA; PAUL MALABA
BPH000716,RATE OF TREATMENT FAILURE AMONG PATIENTS ON HIGHLY ACTIVE ANTIRETROVIRAL THERAPY AT MUHIMBILI NATAIONAL HOSPITAL,2019,BWIRE
BPH000717,Preparation of a herbal lotion from commiphora swynertonii exudate and in vivo evaluation of its wound healing potential,2019,Dr Betty Maganda; Pharm David Myemba
BPH000718,ASSESSMENT OF ANTIBACTERIAL ACTIVITY OF GINGER OIL EXTRACT FROM TANZANIA ON SELECTED BACTERIA,2019,DR RAPHAEL SANGEDA; MR. GEORGE BWIRE
BPH000719,In vivo assessment of hypoglycemic activity of 80% aqueous ethanol extracts of grewia bicolorroots on oral glucose loaded white albino mice.,2019,DR. JOSEPH SEMPOMBE (SoP); Mr. DAVID CREDO (ITM); PAUL MALABA (SoP)
BPH000720,Review on the quality of hydrogen peroxide mouthwash available in Dar es salaam Market ten years after initial evaluation,2019,Prof kaale
BPH000721,Magnitude of prescribing medicines by brand names at muhimbili national hospital.,2019,Mr. MANASE KILONZI; Mr. HAM MLYUKA.; Mr. WIGILYA MIKOMANGWA; Miss. RITAH MUTAGONDA; Mr. ALPHONCE MAREALE
BPH000722,"Microbial quality of milk powder sold in retail outlet of ILala district, Dar es salaam.",2019,Dr.Doreen Mloka
BPH000723,Rational use of antimicrobial in the management of diarrhea in under-fives in Dar es salaam dispensaries,2019,"Dr. Ritta Mutagonda; Mr Alfonce Ignace; Mr kilonzi Manase; Mr. Hamu Mlyuka, Mr Wigilya Mikomangwa"
BPH000724,Insecticidal activity of commiphora swynnertonii and tetradenia urticifolia against cimex lectularius,2019,Prof malegesi
BPH000725,DISPENSING PRACTICE AT REGIONAL REFERRAL HOSPITALS IN DAR-ES-SALAAM,2019,Mr kilonzi manase; Wigilya mkomanga; Hamu Mlukya; Alphonce Maleale
BPH000726,Construction and evaluation of lacal lyophilizer,2019,Dr. Willbroad Kalala
BPH000727,"Acute toxicity, aphrodisiac potential and phytochemical profile of cleome gynandra l. (Capparaceae) leaf extract",2019,Prof Ngassapa; Dr Runyoro
BPH000728,Potential drug-drug interactions among chronic kidney disease patients admitted at Muhimbili national hospital,2019,
BPH000729,Determination of antibacterial activity of Dichrostachys cinerea (Fabaciae) flowers,2019,Dr Sempombe; Mr innocent; Mr malaba
BPH000730,Efficacy and safety of traditional eye medicine Duosperma Crenatum,2019,Prof Maregesi
BPH000731,Assessment of Quality of bottled drinking water,2019,Fatuma Felix
BPH000732,Factors associated with the prescription and dispensing of antibiotics without culture and sensitivity evidence in Dar es salaam Resources available hospitals,2019,Bwile
BPH000733,Assessment of antimicrobial activity of Cinnamomum zeylanicum bark extract from tandai village in morogoro region,2019,Dr. Raphael Sanged; Dr. Liberata Mwita
BPH000734,Modification of usnic acid by reaction with serine amino acid towards development of safer antiviral agent.,2019,Dr. Nzagi Nyakirang'ani; Mr. Innocent J Daniel
BPH000735,Use of complementary and alternative medicines among cancer patients at ORCI and MNH,2019,Dr. Deborah Runyoro; Prof. Olipa Ngassapa
BPH000736,"In vivo investigation of the anticonvulsant activity,acute toxicity and phytochemical profile of dioscorea dumetorum (dioscoreaceae)",2019,Dr Deborah K.B Runyoro; Prof Olipa Ngassapa; Dr. Ramadhani Nondo
BPH000737,"Antimicrobial activities and phytochemical screening of Myrica californica, Rhoicissus tridentata and Stephania epigaea",2019,Proff OD Ngassapa; Dr Runyoro
BPH000738,Analysis of levels of arsenic in rice samples sold in dar-es-salaam markets,2019,DR. JOSEPH SEMPOMBE; INNOCENT J. DANIEL
BPH000739,Assessment of availability of essential antibiotics in public health facilities in kinondoni and ubungo districts,2019,Dr. Betty Maganda
BPH000740,"Antimicrobial, antioxidant activity and chemical composition of volatile oil from Rosmarinus officinalis (lamiaceae)",2019,Prof Ngassapa
BPH000741,Development of mobile health software for nutrition analysis to control body weight,2019,Pro Kagashe; Dr Sangeda
BPH000742,"Comparison of antbacterial activities of roots of male,female and hermaphrodite Carica papaya Linn",2019,Dr Sempombe; Sir Paul Malaba
BPH000743,Preparation and evaluation of herbal cream from commiphora swynnertonii exudate,2019,Dr. Betty Maganda; Juma Ayubu
BPH000744,Assessment of community awareness on risk factors for superficial fungal infections of the skin,2019,Mbuya; Vitalis
BPH000745,"Polypharmacy, potential drug-drug interactions and treatment outcomes among pre and post-surgical icu patients at Muhimbili national hospital",2019,Wigilya mikomangwa
BPH000746,Assessment of unused medicines disposal practices among households,2019,PROF.MARY JUSTIN TEMU; DR BETTY MAGANDA
BPH000747,Formylation of aniline through riemer-tiemann reaction towards the synthesis of molecular tweezers precursors,2019,Dr. Nzagi Nyakirang'ani; Mr. Innocent. J. Daniel; Mr. Paul Malaba
BPH000748,Synthesis of usnic acid-l-threonine conjugate toward evaluation of its antimicrobial activity,2019,Dr. Nzagi Nyakirangani; Mr. Paul Malaba; Mr. Innocent Daniel
BPH000749,CHEMICAL MODIFICATION OF USNIC ACID BY TREATING WITH O-PHOSPHO-L-SERINE,2019,Nzagi; Innocent; Paul
BPH000750,IN VIVO ASSESSMENT OF APHRODISIAC ACTIVITY OF Elaeodendron buchananii ROOT EXTRACT,2019,ALPHONCE IGNACE; RITAH MUTAGONDA; HAMU MLYUKA; WIGILYA MIKOMANGWA; MANASE KILONZI
BPH000751,Utilization of chemoprophylaxiå against malaria amongst Tanzanian children attending sickle cell clinics in dar es salaam tertiary hospitals.,2019,George M. Bwire
BPH000752,"Knowledge, perception and practice with respect to epilepsy among traditional healers in Kilolo district, Iringa",2019,Prof Ngassapa; Dr. Deborah Runyoro
BPH000753,Hypoglycemic activity and safety assessment of Dracaena steudneri,2019,MAREGESI; ERICA; KIDUKULE
BPH000754,"Antimicrobial activity and phytochemical profile of plants used to treat typhoid and UTI collected from Monduli district, Arusha region.",2019,Dr. Runyoro; Prof. Ngassapa
BPH000755,Assessment of distribution of accredited drug dispensing outlets and pharmacies in Kinondoni municipal,2019,Dr. Vicky manyanga; Dr Raphael sangeda; prof Elingringa kaale; Mr Tibadilinda
BPH000756,In vivo antidiabetic effect of Capparis erythrocarpus Isert root extract,2019,Marealle; Alphonce; Ignace; Ramadhan Nondo; Kilonzi Manase; Rita Mutagonda; Wigilya Mikomangwa; Hamu Mlyuka
BPH000757,Development of an identification model of black tea brands circulating in dar es salaam market using near infrared spectroscopy,2019,Kaale; Shedafa; Daniel
BPH000758,PHARMACISTS' KNOWLEDGE AND PRACTICE REGARDING DISPENSING OF ANTIBIOTICS WITHOUT PRESCRIPTION IN TANZANIA,2019,Dr. Sangeda
BPH000759,Formulation development and evaluation of aloe vera skin gel for management of minor wounds.,2019,Dr. Betty Maganda; Pharm. Juma Ayubu
BPH000760,Microbial quality and preservative efficacy of locally manufactured hand and body cream sold in retail outlet of Ilala district,2019,MLOKA; BWIRE
BPH000761,Assessment of rational use of medicines among inpatients admitted at muhimbili national hospital,2019,Alphonce Maleale; Wigilya mkomanga; Hamu Mlukya; Manase
BPH000762,Heparin utilization pattern among cardiovascular patients admitted at Jakaya kikwete cardiac institute,2019,Prof Minzi; Mr kilonzi manase; Department of pharmacology
BPH000763,Preparation and evaluation of mosquito repellent cream using essential oils from Ocimum suave and Citronella oil from Cymbopogon citratus,2019,Dr. Betty Maganda
BPH000764,Awareness on the central nervous system depressive effects of cough and cold suppressant medicines among motorcyclists in dar-es-salaam.,2019,Manase kilonzi; Pharm David Thomas Myemba
BPH000765,Assessing knowledge and attitudes of hiv infected patients on adverse drug reactions of antiretroviral medicines in dar es salaam,2019,TEMU
BPH000766,Prevalence of hepatitis c virus among pregnant women living with hiv/aids attending clinic at muhimbili national hospital,2019,fatma felix
BPH000767,Assessment of medication counselling practice among community pharmacy dispensers in Dar es salaam,2019,Prof Godeliver Kagashe
BPH000768,"Assessment of knowledge, attitude and practice of self-medication with antibiotics among students at ardhi university and university of dar es salaam",2019,"Prof. Kagashe; Godeliver; Dr. Sangeda, Dr. Betty"
BPH000769,Assessing the presence of formalin in locally produced disninfectants in ilala dar es salaam,2019,"Dr Vicky manyanga; Dr Vicky manyanga , Mr innocent Daniel; Mr innocent Daniel"
BPH000770,Isolation of infectious agent from barbers' salons equipment,2019,fatma felix
BPH000771,Prevalence and risk factors associated with immune reconstitution inflammatory syndrome in patients attending HIV care and treatment clinic at muhimbili national hospital,2019,George M. Bwire
BPH000772,"""Assessment of patients' satisfaction with pharmaceutical services in regional referral hospitals in Dar es salaam""",2019,Mr Mlyuka; Mr Wigilya; Mr Kilonzi; Dr Ritta Mutagonda
BPH000773,Screening for potential adulteration with sildenafil and tadalafil in selected libido enhancing food supplements.,2019,Dr. Vicky Manyanga; PAUL MALABA
BPH000774,To determine the availability and assessing the dispensing practice of preparations containing isotretinoin and tretinoin to women of child bearing potential,2019,Prof Mary Justin Temu; Pharm David Thomas Myemba
BPH000775,The effect paracetamol splitting on weight variation :case study of paracetamol tablets,2019,Dr.Vicky manyanga; Mr.Innocent Daniel; Prof . Elia kaale; Poul malaba
BPH000776,Determination of iodine quantity table salt.,2019,Dr Nzagi Nyakirang'ani; Mr. Innocent Daniel; Mr. Paul Malaba
BPH000777,Antimicrobial activity and phytochemical screening of leaves and stem of Suregada zanzibariensis B,2019,Dr. Runyoro; Prof. Ngassapa
BPH000778,Formulation and evaluation of psidium guajava aqueous gel for mouth ulcers treatment,2019,Vitalis Mbuya
BPH000779,KNOWLEDGE OF MOTHERS OF UNDER FIVES ON MALARIA TREATMENT AT MCH CLINIC AT SINZA HEALTH CENTRE,Unknown,MUGOYELA
BPH000780,"Prevalence of active tuberculosis among adult HIV patient receiving ART at Temeke, HIV care and treatment centre.",2019,Prof Kennedy Mwambete
